Rk_x,Player,Age_x,Team_x,Pos_x,G_x,GS_x,QBrec,Cmp,Att_x,Cmp%,Yds_x,TD_x,TD%,Int,Int%,1D_x,Succ%_x,Lng_x,Y/A_x,AY/A,Y/C,Y/G_x,Rate,QBR,Sk,Yds.1,Sk%,NY/A,ANY/A,4QC,GWD,Awards_x,Player-additional,Rk_y,Age_y,Team_y,Pos_y,G_y,GS_y,Att_y,Yds_y,TD_y,1D_y,Succ%_y,Lng_y,Y/A_y,Y/G_y,A/G,Fmb_x,Awards_y,-9999_x,Rk,Age,Team,Pos,G,GS,Tgt,Rec,Yds,Y/R,TD,1D,Succ%,Lng,R/G,Y/G,Ctch%,Y/Tgt,Fmb_y,Awards,-9999_y,Total_Yards,Season_Label
92.0,Cooper Kupp,32.0,SEA,WR,16.0,15.0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,-45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-45.0,0.0,0.0,0,KuppCo00,454.0,32.0,SEA,WR,16.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,KuppCo00,75.0,32.0,SEA,WR,16.0,15.0,70.0,47.0,593.0,12.6,2.0,26.0,58.6,67.0,2.9,37.1,67.1,8.5,1.0,0,KuppCo00,0,Elite
56.0,Cooper Rush,32.0,BAL,QB,4.0,2.0,0-2-0,34.0,52.0,65.4,303.0,0.0,0.0,4.0,7.7,13.0,41.5,56.0,5.8,2.37,8.9,75.8,48.8,27.3,1.0,16.0,1.89,5.42,2.02,0.0,0.0,0,RushCo00,231.0,32.0,BAL,QB,4.0,2.0,4.0,-4.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,1.0,0,RushCo00,568.0,32.0,BAL,QB,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,RushCo00,0,Elite
86.0,Corey Bojorquez,29.0,CLE,P,17.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,BojoCo00,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,Elite
0.0,Corey Kiner,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,162.0,23.0,ARI,RB,4.0,0.0,12.0,58.0,0.0,4.0,66.7,9.0,4.8,14.5,3.0,0.0,0,KineCo00,421.0,23.0,ARI,RB,4.0,0.0,3.0,2.0,15.0,7.5,0.0,1.0,66.7,11.0,0.5,3.8,66.7,5.0,0.0,0,KineCo00,0,Elite
97.0,Courtland Sutton,30.0,DEN,WR,17.0,16.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,100.0,-5.0,-5.0,0.0,0.0,PB,SuttCo00,545.0,30.0,DEN,WR,17.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PB,SuttCo00,28.0,30.0,DEN,WR,17.0,16.0,124.0,74.0,1017.0,13.7,7.0,52.0,54.0,52.0,4.4,59.8,59.7,8.2,0.0,PB,SuttCo00,0,Elite
0.0,Craig Reynolds,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,250.0,29.0,DET,RB,7.0,0.0,3.0,4.0,0.0,0.0,0.0,3.0,1.3,0.6,0.4,0.0,0,ReynCr00,563.0,29.0,DET,RB,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,ReynCr00,0,Elite
0.0,Curtis Samuel,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,522.0,29.0,BUF,WR,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,SamuCu00,322.0,29.0,BUF,WR,6.0,0.0,9.0,7.0,81.0,11.6,1.0,5.0,55.6,21.0,1.2,13.5,77.8,9.0,0.0,0,SamuCu00,0,Elite
0.0,D'Andre Swift,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,19.0,26.0,CHI,RB,16.0,16.0,223.0,1087.0,9.0,62.0,54.7,25.0,4.9,67.9,13.9,2.0,0,SwifDA00,123.0,26.0,CHI,RB,16.0,16.0,48.0,34.0,299.0,8.8,1.0,11.0,37.5,55.0,2.1,18.7,70.8,6.2,2.0,0,SwifDA00,0,Elite
0.0,D'Ernest Johnson,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,154.0,29.0,2TM,RB,8.0,0.0,14.0,25.0,0.0,0.0,14.3,5.0,1.8,3.1,1.8,0.0,0,JohnDE04,521.0,29.0,2TM,RB,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,JohnDE04,0,Elite
0.0,D'Ernest Johnson,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,154.0,29.0,2TM,RB,8.0,0.0,14.0,25.0,0.0,0.0,14.3,5.0,1.8,3.1,1.8,0.0,0,JohnDE04,521.0,29.0,ARI,RB,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,JohnDE04,0,Elite
0.0,D'Ernest Johnson,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,154.0,29.0,2TM,RB,8.0,0.0,14.0,25.0,0.0,0.0,14.3,5.0,1.8,3.1,1.8,0.0,0,JohnDE04,521.0,29.0,NWE,RB,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,JohnDE04,0,Elite
0.0,D'Ernest Johnson,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,154.0,29.0,ARI,RB,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,JohnDE04,521.0,29.0,2TM,RB,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,JohnDE04,0,Elite
0.0,D'Ernest Johnson,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,154.0,29.0,ARI,RB,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,JohnDE04,521.0,29.0,ARI,RB,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,JohnDE04,0,Elite
0.0,D'Ernest Johnson,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,154.0,29.0,ARI,RB,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,JohnDE04,521.0,29.0,NWE,RB,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,JohnDE04,0,Elite
0.0,D'Ernest Johnson,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,154.0,29.0,NWE,RB,7.0,0.0,13.0,25.0,0.0,0.0,15.4,5.0,1.9,3.6,1.9,0.0,0,JohnDE04,521.0,29.0,2TM,RB,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,JohnDE04,0,Elite
0.0,D'Ernest Johnson,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,154.0,29.0,NWE,RB,7.0,0.0,13.0,25.0,0.0,0.0,15.4,5.0,1.9,3.6,1.9,0.0,0,JohnDE04,521.0,29.0,ARI,RB,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,JohnDE04,0,Elite
0.0,D'Ernest Johnson,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,154.0,29.0,NWE,RB,7.0,0.0,13.0,25.0,0.0,0.0,15.4,5.0,1.9,3.6,1.9,0.0,0,JohnDE04,521.0,29.0,NWE,RB,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,JohnDE04,0,Elite
0.0,D'Wayne Eskridge,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,396.0,28.0,MIA,WR,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,EskrDW00,353.0,28.0,MIA,WR,13.0,0.0,7.0,4.0,62.0,15.5,0.0,3.0,42.9,40.0,0.3,4.8,57.1,8.9,1.0,0,EskrDW00,0,Elite
84.0,D.J. Moore,28.0,CHI,WR,17.0,17.0,0,1.0,1.0,100.0,2.0,1.0,100.0,0.0,0.0,1.0,100.0,2.0,2.0,22.0,2.0,0.1,118.7,0.0,0.0,0.0,0.0,2.0,22.0,0.0,0.0,0,MoorD.00,147.0,28.0,CHI,WR,17.0,17.0,15.0,79.0,1.0,5.0,66.7,17.0,5.3,4.6,0.9,1.0,0,MoorD.00,67.0,28.0,CHI,WR,17.0,17.0,85.0,50.0,682.0,13.6,6.0,32.0,47.1,46.0,2.9,40.1,58.8,8.0,1.0,0,MoorD.00,0,Elite
0.0,D.K. Metcalf,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,277.0,28.0,PIT,WR,15.0,15.0,2.0,12.0,1.0,1.0,100.0,6.0,6.0,0.8,0.1,0.0,0,MetcDK00,48.0,28.0,PIT,WR,15.0,15.0,99.0,59.0,850.0,14.4,6.0,37.0,52.5,80.0,3.9,56.7,59.6,8.6,0.0,0,MetcDK00,0,Elite
0.0,DJ Giddens,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,114.0,22.0,IND,RB,9.0,0.0,26.0,96.0,0.0,5.0,42.3,12.0,3.7,10.7,2.9,0.0,0,GiddDJ00,510.0,22.0,IND,RB,9.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,GiddDJ00,0,Elite
3.0,Dak Prescott,32.0,DAL,QB,17.0,17.0,7-9-1,404.0,600.0,67.3,4552.0,30.0,5.0,10.0,1.7,220.0,48.2,86.0,7.6,7.84,11.3,267.8,99.5,70.3,31.0,208.0,4.91,6.88,7.12,4.0,3.0,PB,PresDa01,78.0,32.0,DAL,QB,17.0,17.0,53.0,177.0,2.0,15.0,43.4,14.0,3.3,10.4,3.1,6.0,PB,PresDa01,560.0,32.0,DAL,QB,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,PB,PresDa01,0,Elite
0.0,Dallas Goedert,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,410.0,30.0,PHI,TE,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,GoedDa00,45.0,30.0,PHI,TE,15.0,15.0,82.0,60.0,591.0,9.9,11.0,34.0,59.8,36.0,4.0,39.4,73.2,7.2,0.0,0,GoedDa00,0,Elite
0.0,Dalton Kincaid,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,447.0,26.0,BUF,TE,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,KincDa00,98.0,26.0,BUF,TE,12.0,4.0,49.0,39.0,571.0,14.6,5.0,27.0,67.3,47.0,3.3,47.6,79.6,11.7,1.0,0,KincDa00,0,Elite
0.0,Dalton Schultz,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,526.0,29.0,HOU,TE,17.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,SchuDa00,15.0,29.0,HOU,TE,17.0,6.0,106.0,82.0,777.0,9.5,3.0,39.0,60.4,47.0,4.8,45.7,77.4,7.3,1.0,0,SchuDa00,0,Elite
0.0,Dameon Pierce,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,155.0,25.0,2TM,RB,5.0,0.0,14.0,36.0,0.0,1.0,21.4,10.0,2.6,7.2,2.8,0.0,0,PierDa01,558.0,25.0,2TM,RB,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,PierDa01,0,Elite
0.0,Dameon Pierce,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,155.0,25.0,2TM,RB,5.0,0.0,14.0,36.0,0.0,1.0,21.4,10.0,2.6,7.2,2.8,0.0,0,PierDa01,558.0,25.0,HOU,RB,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,PierDa01,0,Elite
0.0,Dameon Pierce,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,155.0,25.0,2TM,RB,5.0,0.0,14.0,36.0,0.0,1.0,21.4,10.0,2.6,7.2,2.8,0.0,0,PierDa01,558.0,25.0,KAN,RB,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,PierDa01,0,Elite
0.0,Dameon Pierce,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,155.0,25.0,HOU,RB,4.0,0.0,10.0,26.0,0.0,1.0,20.0,10.0,2.6,6.5,2.5,0.0,0,PierDa01,558.0,25.0,2TM,RB,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,PierDa01,0,Elite
0.0,Dameon Pierce,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,155.0,25.0,HOU,RB,4.0,0.0,10.0,26.0,0.0,1.0,20.0,10.0,2.6,6.5,2.5,0.0,0,PierDa01,558.0,25.0,HOU,RB,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,PierDa01,0,Elite
0.0,Dameon Pierce,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,155.0,25.0,HOU,RB,4.0,0.0,10.0,26.0,0.0,1.0,20.0,10.0,2.6,6.5,2.5,0.0,0,PierDa01,558.0,25.0,KAN,RB,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,PierDa01,0,Elite
0.0,Dameon Pierce,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,155.0,25.0,KAN,RB,1.0,0.0,4.0,10.0,0.0,0.0,25.0,4.0,2.5,10.0,4.0,0.0,0,PierDa01,558.0,25.0,2TM,RB,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,PierDa01,0,Elite
0.0,Dameon Pierce,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,155.0,25.0,KAN,RB,1.0,0.0,4.0,10.0,0.0,0.0,25.0,4.0,2.5,10.0,4.0,0.0,0,PierDa01,558.0,25.0,HOU,RB,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,PierDa01,0,Elite
0.0,Dameon Pierce,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,155.0,25.0,KAN,RB,1.0,0.0,4.0,10.0,0.0,0.0,25.0,4.0,2.5,10.0,4.0,0.0,0,PierDa01,558.0,25.0,KAN,RB,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,PierDa01,0,Elite
0.0,Daniel Bellinger,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,355.0,25.0,NYG,TE,16.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,BellDa00,204.0,25.0,NYG,TE,16.0,10.0,26.0,19.0,286.0,15.1,2.0,14.0,69.2,44.0,1.2,17.9,73.1,11.0,0.0,0,BellDa00,0,Elite
18.0,Daniel Jones,28.0,IND,QB,13.0,13.0,8-5-0,261.0,384.0,68.0,3101.0,19.0,4.9,8.0,2.1,149.0,52.0,75.0,8.1,8.13,11.9,238.5,100.2,63.3,22.0,158.0,5.42,7.25,7.3,3.0,3.0,0,JoneDa05,87.0,28.0,IND,QB,13.0,13.0,45.0,164.0,5.0,19.0,53.3,19.0,3.6,12.6,3.5,9.0,0,JoneDa05,525.0,28.0,IND,QB,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0,JoneDa05,0,Elite
0.0,Dante Pettis,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,505.0,30.0,NOR,WR,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,PettDa00,302.0,30.0,NOR,WR,8.0,0.0,11.0,9.0,127.0,14.1,0.0,4.0,45.5,32.0,1.1,15.9,81.8,11.5,1.0,0,PettDa00,0,Elite
0.0,Dare Ogunbowale,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,168.0,31.0,HOU,RB,17.0,0.0,11.0,25.0,1.0,1.0,27.3,9.0,2.3,1.5,0.6,1.0,0,OgunDa00,286.0,31.0,HOU,RB,17.0,0.0,13.0,10.0,76.0,7.6,0.0,3.0,30.8,18.0,0.6,4.5,76.9,5.8,1.0,0,OgunDa00,0,Elite
0.0,Dareke Young,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,594.0,26.0,SEA,WR,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,YounDa02,434.0,26.0,SEA,WR,9.0,0.0,3.0,2.0,48.0,24.0,0.0,2.0,66.7,36.0,0.2,5.3,66.7,16.0,0.0,0,YounDa02,0,Elite
0.0,Darius Cooper,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,381.0,24.0,PHI,WR,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,CoopDa01,296.0,24.0,PHI,WR,13.0,0.0,11.0,9.0,92.0,10.2,0.0,6.0,63.6,19.0,0.7,7.1,81.8,8.4,0.0,0,CoopDa01,0,Elite
0.0,Darius Slayton,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,536.0,28.0,NYG,WR,14.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,SlayDa01,107.0,28.0,NYG,WR,14.0,12.0,63.0,37.0,538.0,14.5,1.0,23.0,54.0,52.0,2.6,38.4,58.7,8.5,1.0,0,SlayDa01,0,Elite
0.0,Darnell Mooney,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,483.0,28.0,ATL,WR,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,MoonDa00,140.0,28.0,ATL,WR,15.0,15.0,72.0,32.0,443.0,13.8,1.0,25.0,38.9,49.0,2.1,29.5,44.4,6.2,2.0,0,MoonDa00,0,Elite
0.0,Darnell Washington,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,570.0,24.0,PIT,TE,16.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,WashDa03,147.0,24.0,PIT,TE,16.0,13.0,43.0,31.0,364.0,11.7,1.0,16.0,60.5,36.0,1.9,22.8,72.1,8.5,2.0,0,WashDa03,0,Elite
0.0,Darren Waller,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,333.0,33.0,MIA,TE,9.0,3.0,1.0,4.0,0.0,1.0,100.0,4.0,4.0,0.4,0.1,0.0,0,WallDa01,185.0,33.0,MIA,TE,9.0,3.0,34.0,24.0,283.0,11.8,6.0,19.0,64.7,34.0,2.7,31.4,70.6,8.3,0.0,0,WallDa01,0,Elite
0.0,Davante Adams,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,336.0,33.0,LAR,WR,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,AdamDa01,44.0,33.0,LAR,WR,14.0,14.0,114.0,60.0,789.0,13.2,14.0,51.0,52.6,44.0,4.3,56.4,52.6,6.9,0.0,0,AdamDa01,0,Elite
0.0,David Martin-Robinson,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,466.0,26.0,TEN,TE,17.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,MartDa01,359.0,26.0,TEN,TE,17.0,4.0,6.0,4.0,30.0,7.5,1.0,3.0,66.7,14.0,0.2,1.8,66.7,5.0,0.0,0,MartDa01,0,Elite
