Rk,player,age,team,pos,G,GS,QBrec,Cmp,Att,Cmp%,pass_yds,TD,TD%,Int,Int%,1D,Succ%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,QBR,Sk,Yds.1,Sk%,NY/A,ANY/A,4QC,GWD,Awards,Player-additional,Rk_rush,age_rush,team_rush,pos_rush,G_rush,GS_rush,Att_rush,rush_yds,TD_rush,1D_rush,Succ%_rush,Lng_rush,Y/A_rush,Y/G_rush,A/G,Fmb,Awards_rush,-9999,Rk_rec,age_rec,team_rec,pos_rec,G_rec,GS_rec,Tgt,Rec,rec_yds,Y/R,TD_rec,1D_rec,Succ%_rec,Lng_rec,R/G,Y/G_rec,Ctch%,Y/Tgt,Fmb_rec,Awards_rec,-9999_rec,Total_Yards,score,pct_rank,Season_Label
0.0,D'Ernest Johnson,29.0,2TM,RB,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,154.0,29.0,2TM,RB,8.0,0.0,14.0,25.0,0.0,0.0,14.3,5.0,1.8,3.1,1.8,0.0,0,JohnDE04,521.0,29.0,NWE,RB,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,JohnDE04,25.0,25.0,0.20949720670391062,Underperformed
0.0,D'Ernest Johnson,29.0,ARI,RB,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,154.0,29.0,ARI,RB,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,JohnDE04,521.0,29.0,2TM,RB,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,JohnDE04,0.0,0.0,0.04189944134078212,Underperformed
0.0,D'Ernest Johnson,29.0,ARI,RB,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,154.0,29.0,ARI,RB,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,JohnDE04,521.0,29.0,ARI,RB,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,JohnDE04,0.0,0.0,0.04189944134078212,Underperformed
0.0,D'Ernest Johnson,29.0,ARI,RB,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,154.0,29.0,ARI,RB,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,JohnDE04,521.0,29.0,NWE,RB,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,JohnDE04,0.0,0.0,0.04189944134078212,Underperformed
0.0,D'Ernest Johnson,29.0,NWE,RB,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,154.0,29.0,NWE,RB,7.0,0.0,13.0,25.0,0.0,0.0,15.4,5.0,1.9,3.6,1.9,0.0,0,JohnDE04,521.0,29.0,2TM,RB,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,JohnDE04,25.0,25.0,0.20949720670391062,Underperformed
0.0,D'Ernest Johnson,29.0,NWE,RB,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,154.0,29.0,NWE,RB,7.0,0.0,13.0,25.0,0.0,0.0,15.4,5.0,1.9,3.6,1.9,0.0,0,JohnDE04,521.0,29.0,ARI,RB,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,JohnDE04,25.0,25.0,0.20949720670391062,Underperformed
0.0,D'Ernest Johnson,29.0,NWE,RB,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,154.0,29.0,NWE,RB,7.0,0.0,13.0,25.0,0.0,0.0,15.4,5.0,1.9,3.6,1.9,0.0,0,JohnDE04,521.0,29.0,NWE,RB,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,JohnDE04,25.0,25.0,0.20949720670391062,Underperformed
0.0,D'Wayne Eskridge,28.0,MIA,WR,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,396.0,28.0,MIA,WR,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,EskrDW00,353.0,28.0,MIA,WR,13.0,0.0,7.0,4.0,62.0,15.5,0.0,3.0,42.9,40.0,0.3,4.8,57.1,8.9,1.0,0,EskrDW00,62.0,62.0,0.2419871794871795,Underperformed
84.0,D.J. Moore,28.0,CHI,WR,17.0,17.0,0,1.0,1.0,100.0,2.0,1.0,100.0,0.0,0.0,1.0,100.0,2.0,2.0,22.0,2.0,0.1,118.7,0.0,0.0,0.0,0.0,2.0,22.0,0.0,0.0,0,MoorD.00,147.0,28.0,CHI,WR,17.0,17.0,15.0,79.0,1.0,5.0,66.7,17.0,5.3,4.6,0.9,1.0,0,MoorD.00,67.0,28.0,CHI,WR,17.0,17.0,85.0,50.0,682.0,13.6,6.0,32.0,47.1,46.0,2.9,40.1,58.8,8.0,1.0,0,MoorD.00,763.0,682.0,0.8653846153846154,Good
0.0,D.K. Metcalf,28.0,PIT,WR,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,277.0,28.0,PIT,WR,15.0,15.0,2.0,12.0,1.0,1.0,100.0,6.0,6.0,0.8,0.1,0.0,0,MetcDK00,48.0,28.0,PIT,WR,15.0,15.0,99.0,59.0,850.0,14.4,6.0,37.0,52.5,80.0,3.9,56.7,59.6,8.6,0.0,0,MetcDK00,862.0,850.0,0.9294871794871795,Elite
0.0,DJ Giddens,22.0,IND,RB,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,114.0,22.0,IND,RB,9.0,0.0,26.0,96.0,0.0,5.0,42.3,12.0,3.7,10.7,2.9,0.0,0,GiddDJ00,510.0,22.0,IND,RB,9.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,GiddDJ00,96.0,96.0,0.4581005586592179,Underperformed
3.0,Dak Prescott,32.0,DAL,QB,17.0,17.0,7-9-1,404.0,600.0,67.3,4552.0,30.0,5.0,10.0,1.7,220.0,48.2,86.0,7.6,7.84,11.3,267.8,99.5,70.3,31.0,208.0,4.91,6.88,7.12,4.0,3.0,PB,PresDa01,78.0,32.0,DAL,QB,17.0,17.0,53.0,177.0,2.0,15.0,43.4,14.0,3.3,10.4,3.1,6.0,PB,PresDa01,560.0,32.0,DAL,QB,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,PB,PresDa01,4729.0,4552.0,0.9813084112149533,Elite
0.0,Dallas Goedert,30.0,PHI,TE,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,410.0,30.0,PHI,TE,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,GoedDa00,45.0,30.0,PHI,TE,15.0,15.0,82.0,60.0,591.0,9.9,11.0,34.0,59.8,36.0,4.0,39.4,73.2,7.2,0.0,0,GoedDa00,591.0,591.0,0.9084507042253521,Elite
0.0,Dalton Kincaid,26.0,BUF,TE,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,447.0,26.0,BUF,TE,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,KincDa00,98.0,26.0,BUF,TE,12.0,4.0,49.0,39.0,571.0,14.6,5.0,27.0,67.3,47.0,3.3,47.6,79.6,11.7,1.0,0,KincDa00,571.0,571.0,0.8943661971830986,Good
0.0,Dalton Schultz,29.0,HOU,TE,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,526.0,29.0,HOU,TE,17.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,SchuDa00,15.0,29.0,HOU,TE,17.0,6.0,106.0,82.0,777.0,9.5,3.0,39.0,60.4,47.0,4.8,45.7,77.4,7.3,1.0,0,SchuDa00,777.0,777.0,0.9647887323943662,Elite
0.0,Dameon Pierce,25.0,2TM,RB,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,155.0,25.0,2TM,RB,5.0,0.0,14.0,36.0,0.0,1.0,21.4,10.0,2.6,7.2,2.8,0.0,0,PierDa01,558.0,25.0,2TM,RB,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,PierDa01,36.0,36.0,0.276536312849162,Underperformed
0.0,Dameon Pierce,25.0,2TM,RB,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,155.0,25.0,2TM,RB,5.0,0.0,14.0,36.0,0.0,1.0,21.4,10.0,2.6,7.2,2.8,0.0,0,PierDa01,558.0,25.0,HOU,RB,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,PierDa01,36.0,36.0,0.276536312849162,Underperformed
0.0,Dameon Pierce,25.0,2TM,RB,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,155.0,25.0,2TM,RB,5.0,0.0,14.0,36.0,0.0,1.0,21.4,10.0,2.6,7.2,2.8,0.0,0,PierDa01,558.0,25.0,KAN,RB,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,PierDa01,36.0,36.0,0.276536312849162,Underperformed
0.0,Dameon Pierce,25.0,HOU,RB,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,155.0,25.0,HOU,RB,4.0,0.0,10.0,26.0,0.0,1.0,20.0,10.0,2.6,6.5,2.5,0.0,0,PierDa01,558.0,25.0,2TM,RB,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,PierDa01,26.0,26.0,0.2346368715083799,Underperformed
0.0,Dameon Pierce,25.0,HOU,RB,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,155.0,25.0,HOU,RB,4.0,0.0,10.0,26.0,0.0,1.0,20.0,10.0,2.6,6.5,2.5,0.0,0,PierDa01,558.0,25.0,HOU,RB,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,PierDa01,26.0,26.0,0.2346368715083799,Underperformed
0.0,Dameon Pierce,25.0,HOU,RB,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,155.0,25.0,HOU,RB,4.0,0.0,10.0,26.0,0.0,1.0,20.0,10.0,2.6,6.5,2.5,0.0,0,PierDa01,558.0,25.0,KAN,RB,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,PierDa01,26.0,26.0,0.2346368715083799,Underperformed
0.0,Dameon Pierce,25.0,KAN,RB,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,155.0,25.0,KAN,RB,1.0,0.0,4.0,10.0,0.0,0.0,25.0,4.0,2.5,10.0,4.0,0.0,0,PierDa01,558.0,25.0,2TM,RB,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,PierDa01,10.0,10.0,0.11173184357541899,Underperformed
0.0,Dameon Pierce,25.0,KAN,RB,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,155.0,25.0,KAN,RB,1.0,0.0,4.0,10.0,0.0,0.0,25.0,4.0,2.5,10.0,4.0,0.0,0,PierDa01,558.0,25.0,HOU,RB,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,PierDa01,10.0,10.0,0.11173184357541899,Underperformed
0.0,Dameon Pierce,25.0,KAN,RB,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,155.0,25.0,KAN,RB,1.0,0.0,4.0,10.0,0.0,0.0,25.0,4.0,2.5,10.0,4.0,0.0,0,PierDa01,558.0,25.0,KAN,RB,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,PierDa01,10.0,10.0,0.11173184357541899,Underperformed
0.0,Daniel Bellinger,25.0,NYG,TE,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,355.0,25.0,NYG,TE,16.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,BellDa00,204.0,25.0,NYG,TE,16.0,10.0,26.0,19.0,286.0,15.1,2.0,14.0,69.2,44.0,1.2,17.9,73.1,11.0,0.0,0,BellDa00,286.0,286.0,0.7112676056338029,Good
18.0,Daniel Jones,28.0,IND,QB,13.0,13.0,8-5-0,261.0,384.0,68.0,3101.0,19.0,4.9,8.0,2.1,149.0,52.0,75.0,8.1,8.13,11.9,238.5,100.2,63.3,22.0,158.0,5.42,7.25,7.3,3.0,3.0,0,JoneDa05,87.0,28.0,IND,QB,13.0,13.0,45.0,164.0,5.0,19.0,53.3,19.0,3.6,12.6,3.5,9.0,0,JoneDa05,525.0,28.0,IND,QB,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0,JoneDa05,3265.0,3101.0,0.8411214953271028,Good
0.0,Dante Pettis,30.0,NOR,WR,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,505.0,30.0,NOR,WR,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,PettDa00,302.0,30.0,NOR,WR,8.0,0.0,11.0,9.0,127.0,14.1,0.0,4.0,45.5,32.0,1.1,15.9,81.8,11.5,1.0,0,PettDa00,127.0,127.0,0.4230769230769231,Underperformed
0.0,Dare Ogunbowale,31.0,HOU,RB,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,168.0,31.0,HOU,RB,17.0,0.0,11.0,25.0,1.0,1.0,27.3,9.0,2.3,1.5,0.6,1.0,0,OgunDa00,286.0,31.0,HOU,RB,17.0,0.0,13.0,10.0,76.0,7.6,0.0,3.0,30.8,18.0,0.6,4.5,76.9,5.8,1.0,0,OgunDa00,101.0,101.0,0.46368715083798884,Underperformed
0.0,Dareke Young,26.0,SEA,WR,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,594.0,26.0,SEA,WR,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,YounDa02,434.0,26.0,SEA,WR,9.0,0.0,3.0,2.0,48.0,24.0,0.0,2.0,66.7,36.0,0.2,5.3,66.7,16.0,0.0,0,YounDa02,48.0,48.0,0.20673076923076922,Underperformed
0.0,Darius Cooper,24.0,PHI,WR,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,381.0,24.0,PHI,WR,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,CoopDa01,296.0,24.0,PHI,WR,13.0,0.0,11.0,9.0,92.0,10.2,0.0,6.0,63.6,19.0,0.7,7.1,81.8,8.4,0.0,0,CoopDa01,92.0,92.0,0.3541666666666667,Underperformed
0.0,Darius Slayton,28.0,NYG,WR,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,536.0,28.0,NYG,WR,14.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,SlayDa01,107.0,28.0,NYG,WR,14.0,12.0,63.0,37.0,538.0,14.5,1.0,23.0,54.0,52.0,2.6,38.4,58.7,8.5,1.0,0,SlayDa01,538.0,538.0,0.8141025641025641,Good
0.0,Darnell Mooney,28.0,ATL,WR,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,483.0,28.0,ATL,WR,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,MoonDa00,140.0,28.0,ATL,WR,15.0,15.0,72.0,32.0,443.0,13.8,1.0,25.0,38.9,49.0,2.1,29.5,44.4,6.2,2.0,0,MoonDa00,443.0,443.0,0.7596153846153846,Good
0.0,Darnell Washington,24.0,PIT,TE,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,570.0,24.0,PIT,TE,16.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,WashDa03,147.0,24.0,PIT,TE,16.0,13.0,43.0,31.0,364.0,11.7,1.0,16.0,60.5,36.0,1.9,22.8,72.1,8.5,2.0,0,WashDa03,364.0,364.0,0.7887323943661971,Good
0.0,Darren Waller,33.0,MIA,TE,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,333.0,33.0,MIA,TE,9.0,3.0,1.0,4.0,0.0,1.0,100.0,4.0,4.0,0.4,0.1,0.0,0,WallDa01,185.0,33.0,MIA,TE,9.0,3.0,34.0,24.0,283.0,11.8,6.0,19.0,64.7,34.0,2.7,31.4,70.6,8.3,0.0,0,WallDa01,287.0,283.0,0.704225352112676,Good
0.0,Davante Adams,33.0,LAR,WR,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,336.0,33.0,LAR,WR,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,AdamDa01,44.0,33.0,LAR,WR,14.0,14.0,114.0,60.0,789.0,13.2,14.0,51.0,52.6,44.0,4.3,56.4,52.6,6.9,0.0,0,AdamDa01,789.0,789.0,0.9086538461538461,Elite
0.0,David Martin-Robinson,26.0,TEN,TE,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,466.0,26.0,TEN,TE,17.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,MartDa01,359.0,26.0,TEN,TE,17.0,4.0,6.0,4.0,30.0,7.5,1.0,3.0,66.7,14.0,0.2,1.8,66.7,5.0,0.0,0,MartDa01,30.0,30.0,0.3345070422535211,Underperformed
83.0,David Montgomery,28.0,DET,RB,17.0,0.0,0,1.0,2.0,50.0,3.0,1.0,50.0,0.0,0.0,1.0,33.3,3.0,1.5,11.5,3.0,0.2,95.8,35.3,1.0,5.0,33.33,-0.67,6.0,0.0,0.0,0,MontDa01,31.0,28.0,DET,RB,17.0,0.0,158.0,716.0,8.0,41.0,48.1,72.0,4.5,42.1,9.3,2.0,0,MontDa01,181.0,28.0,DET,RB,17.0,0.0,29.0,24.0,192.0,8.0,0.0,11.0,55.2,23.0,1.4,11.3,82.8,6.6,2.0,0,MontDa01,911.0,908.0,0.8491620111731844,Good
0.0,David Moore,30.0,CAR,WR,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,319.0,30.0,CAR,WR,4.0,2.0,1.0,12.0,0.0,1.0,100.0,12.0,12.0,3.0,0.3,0.0,0,MoorDa03,457.0,30.0,CAR,WR,4.0,2.0,1.0,1.0,5.0,5.0,0.0,0.0,0.0,5.0,0.3,1.3,100.0,5.0,0.0,0,MoorDa03,17.0,5.0,0.04807692307692308,Underperformed
0.0,David Njoku,29.0,CLE,TE,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,491.0,29.0,CLE,TE,12.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,NjokDa00,132.0,29.0,CLE,TE,12.0,11.0,48.0,33.0,293.0,8.9,4.0,11.0,45.8,23.0,2.8,24.4,68.8,6.1,0.0,0,NjokDa00,293.0,293.0,0.7288732394366197,Good
0.0,David Sills V,29.0,ATL,WR,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,529.0,29.0,ATL,WR,17.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,SillDa01,216.0,29.0,ATL,WR,17.0,4.0,36.0,18.0,191.0,10.6,2.0,9.0,38.9,21.0,1.1,11.2,50.0,5.3,0.0,0,SillDa01,191.0,191.0,0.5192307692307693,Good
0.0,Davis Allen,24.0,LAR,TE,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,339.0,24.0,LAR,TE,17.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,AlleDa02,177.0,24.0,LAR,TE,17.0,5.0,33.0,24.0,208.0,8.7,3.0,12.0,60.6,27.0,1.4,12.2,72.7,6.3,0.0,0,AlleDa02,208.0,208.0,0.6549295774647887,Good
41.0,Davis Mills,27.0,HOU,QB,6.0,3.0,3-0-0,91.0,159.0,57.2,915.0,5.0,3.1,1.0,0.6,48.0,39.5,54.0,5.8,6.1,10.1,152.5,81.6,43.7,8.0,60.0,4.79,5.12,5.45,2.0,3.0,0,MillDa02,158.0,27.0,HOU,QB,6.0,3.0,13.0,60.0,1.0,2.0,38.5,14.0,4.6,10.0,2.2,1.0,0,MillDa02,541.0,27.0,HOU,QB,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,MillDa02,975.0,915.0,0.4672897196261682,Underperformed
0.0,Dawson Knox,29.0,BUF,TE,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,451.0,29.0,BUF,TE,17.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,KnoxDa00,111.0,29.0,BUF,TE,17.0,12.0,49.0,36.0,417.0,11.6,4.0,23.0,61.2,32.0,2.1,24.5,73.5,8.5,0.0,0,KnoxDa00,417.0,417.0,0.8098591549295775,Good
