Rk,player,age,team,pos,G,GS,QBrec,Cmp,Att,Cmp%,pass_yds,TD,TD%,Int,Int%,1D,Succ%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,QBR,Sk,Yds.1,Sk%,NY/A,ANY/A,4QC,GWD,Awards,Player-additional,Rk_rush,age_rush,team_rush,pos_rush,G_rush,GS_rush,Att_rush,rush_yds,TD_rush,1D_rush,Succ%_rush,Lng_rush,Y/A_rush,Y/G_rush,A/G,Fmb,Awards_rush,-9999,Rk_rec,age_rec,team_rec,pos_rec,G_rec,GS_rec,Tgt,Rec,rec_yds,Y/R,TD_rec,1D_rec,Succ%_rec,Lng_rec,R/G,Y/G_rec,Ctch%,Y/Tgt,Fmb_rec,Awards_rec,-9999_rec,Total_Yards,score,pct_rank,Season_Label
0.0,Julius Chestnut,25.0,TEN,RB,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,166.0,25.0,TEN,RB,17.0,0.0,11.0,40.0,0.0,4.0,45.5,27.0,3.6,2.4,0.6,0.0,0,ChesJu00,494.0,25.0,TEN,RB,17.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,ChesJu00,40.0,40.0,0.3016759776536313,Underperformed
0.0,Justice Hill,28.0,BAL,RB,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,133.0,28.0,BAL,RB,10.0,0.0,18.0,93.0,2.0,4.0,33.3,71.0,5.2,9.3,1.8,1.0,0,HillJu00,194.0,28.0,BAL,RB,10.0,0.0,27.0,21.0,169.0,8.0,1.0,6.0,37.0,37.0,2.1,16.9,77.8,6.3,1.0,0,HillJu00,262.0,262.0,0.5865921787709497,Good
37.0,Justin Fields,26.0,NYJ,QB,9.0,9.0,2-7-0,128.0,204.0,62.7,1259.0,7.0,3.4,1.0,0.5,58.0,42.0,42.0,6.2,6.64,9.8,139.9,89.5,38.6,27.0,192.0,11.69,4.62,5.03,1.0,2.0,0,FielJu00,65.0,26.0,NYJ,QB,9.0,9.0,71.0,383.0,4.0,26.0,57.7,43.0,5.4,42.6,7.9,4.0,0,FielJu00,504.0,26.0,NYJ,QB,9.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0,FielJu00,1642.0,1259.0,0.5046728971962616,Good
9.0,Justin Herbert,27.0,LAC,QB,16.0,16.0,11-5-0,340.0,512.0,66.4,3727.0,26.0,5.1,13.0,2.5,175.0,47.2,60.0,7.3,7.15,11.0,232.9,94.1,60.7,54.0,301.0,9.54,6.05,5.94,3.0,3.0,PB,HerbJu00,58.0,27.0,LAC,QB,16.0,16.0,83.0,498.0,2.0,34.0,57.8,41.0,6.0,31.1,5.2,7.0,PB,HerbJu00,514.0,27.0,LAC,QB,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,PB,HerbJu00,4225.0,3727.0,0.9252336448598131,Elite
0.0,Justin Jefferson,26.0,MIN,WR,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,271.0,26.0,MIN,WR,17.0,17.0,2.0,7.0,0.0,0.0,50.0,4.0,3.5,0.4,0.1,0.0,0,JeffJu00,13.0,26.0,MIN,WR,17.0,17.0,141.0,84.0,1048.0,12.5,2.0,47.0,46.1,50.0,4.9,61.6,59.6,7.4,0.0,0,JeffJu00,1055.0,1048.0,0.967948717948718,Elite
0.0,Justin Watson,29.0,HOU,WR,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,573.0,29.0,HOU,WR,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,WatsJu01,393.0,29.0,HOU,WR,3.0,0.0,4.0,3.0,30.0,10.0,0.0,1.0,50.0,15.0,1.0,10.0,75.0,7.5,0.0,0,WatsJu01,30.0,30.0,0.15705128205128205,Underperformed
0.0,Juwan Johnson,29.0,NOR,TE,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,437.0,29.0,NOR,TE,17.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,JohnJu02,22.0,29.0,NOR,TE,17.0,10.0,102.0,77.0,889.0,11.5,3.0,41.0,59.8,52.0,4.5,52.3,75.5,8.7,2.0,0,JohnJu02,889.0,889.0,0.9859154929577465,Elite
0.0,KaVontae Turpin,29.0,DAL,WR,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,140.0,29.0,DAL,WR,15.0,2.0,17.0,89.0,0.0,3.0,70.6,25.0,5.2,5.9,1.1,1.0,AP-2,TurpKa00,171.0,29.0,DAL,WR,15.0,2.0,38.0,26.0,396.0,15.2,2.0,16.0,52.6,86.0,1.7,26.4,68.4,10.4,1.0,AP-2,TurpKa00,485.0,396.0,0.7403846153846154,Good
0.0,Kaleb Johnson,22.0,PIT,RB,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,110.0,22.0,PIT,RB,10.0,0.0,28.0,69.0,0.0,2.0,25.0,9.0,2.5,6.9,2.8,1.0,0,JohnKa03,449.0,22.0,PIT,RB,10.0,0.0,2.0,1.0,9.0,9.0,0.0,0.0,50.0,9.0,0.1,0.9,50.0,4.5,1.0,0,JohnKa03,78.0,78.0,0.388268156424581,Underperformed
0.0,Kalel Mullings,23.0,TEN,RB,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,248.0,23.0,TEN,RB,9.0,0.0,3.0,7.0,0.0,2.0,66.7,4.0,2.3,0.8,0.3,0.0,0,MullKa00,548.0,23.0,TEN,RB,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,MullKa00,7.0,7.0,0.09497206703910614,Underperformed
0.0,Kalif Raymond,31.0,DET,WR,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,282.0,31.0,DET,WR,15.0,3.0,2.0,19.0,0.0,1.0,100.0,10.0,9.5,1.3,0.1,0.0,0,RaymKa00,183.0,31.0,DET,WR,15.0,3.0,30.0,24.0,289.0,12.0,1.0,14.0,63.3,30.0,1.6,19.3,80.0,9.6,0.0,0,RaymKa00,308.0,289.0,0.6282051282051282,Good
0.0,Kameron Johnson,23.0,TAM,WR,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,273.0,23.0,TAM,WR,17.0,0.0,2.0,13.0,0.0,1.0,50.0,11.0,6.5,0.8,0.1,2.0,0,JohnKa01,356.0,23.0,TAM,WR,17.0,0.0,7.0,4.0,64.0,16.0,1.0,3.0,42.9,34.0,0.2,3.8,57.1,9.1,2.0,0,JohnKa01,77.0,64.0,0.2516025641025641,Underperformed
0.0,Kareem Hunt,30.0,KAN,RB,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,29.0,30.0,KAN,RB,17.0,4.0,163.0,611.0,8.0,55.0,57.1,33.0,3.7,35.9,9.6,2.0,0,HuntKa00,213.0,30.0,KAN,RB,17.0,4.0,25.0,18.0,143.0,7.9,1.0,8.0,44.0,22.0,1.1,8.4,72.0,5.7,2.0,0,HuntKa00,754.0,754.0,0.7932960893854749,Good
0.0,Kayshon Boutte,23.0,NWE,WR,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,360.0,23.0,NWE,WR,14.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,BoutKa00,125.0,23.0,NWE,WR,14.0,10.0,46.0,33.0,551.0,16.7,6.0,27.0,69.6,39.0,2.4,39.4,71.7,12.0,0.0,0,BoutKa00,551.0,551.0,0.8221153846153846,Good
0.0,Ke'Shawn Williams,24.0,CIN,WR,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,286.0,24.0,CIN,WR,3.0,0.0,2.0,10.0,0.0,0.0,50.0,9.0,5.0,3.3,0.7,0.0,0,WillKe08,472.0,24.0,CIN,WR,3.0,0.0,1.0,1.0,5.0,5.0,0.0,0.0,0.0,5.0,0.3,1.7,100.0,5.0,0.0,0,WillKe08,15.0,5.0,0.04807692307692308,Underperformed
0.0,KeAndre Lambert-Smith,24.0,LAC,WR,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,455.0,24.0,LAC,WR,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,LambKe01,345.0,24.0,LAC,WR,10.0,2.0,12.0,5.0,51.0,10.2,1.0,3.0,33.3,18.0,0.5,5.1,41.7,4.3,0.0,0,LambKe01,51.0,51.0,0.21634615384615385,Underperformed
0.0,Keaton Mitchell,23.0,BAL,RB,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,72.0,23.0,BAL,RB,13.0,0.0,59.0,341.0,1.0,16.0,54.2,55.0,5.8,26.2,4.5,1.0,0,MitcKe01,299.0,23.0,BAL,RB,13.0,0.0,12.0,9.0,63.0,7.0,0.0,2.0,41.7,17.0,0.7,4.8,75.0,5.3,1.0,0,MitcKe01,404.0,404.0,0.6703910614525139,Good
100.0,Kedon Slovis,24.0,ARI,QB,2.0,0.0,0,1.0,2.0,50.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-2.0,-1.0,56.2,0.3,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0,SlovKe00,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-2.0,-2.0,0.009345794392523364,Underperformed
0.0,Keenan Allen,33.0,LAC,WR,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,340.0,33.0,LAC,WR,17.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,AlleKe00,16.0,33.0,LAC,WR,17.0,3.0,122.0,81.0,777.0,9.6,4.0,49.0,54.9,31.0,4.8,45.7,66.4,6.4,2.0,0,AlleKe00,777.0,777.0,0.9006410256410257,Elite
0.0,Keleki Latu,23.0,BUF,TE,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,457.0,23.0,BUF,TE,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,LatuKe00,358.0,23.0,BUF,TE,5.0,0.0,4.0,4.0,35.0,8.8,0.0,3.0,75.0,14.0,0.8,7.0,100.0,8.8,0.0,0,LatuKe00,35.0,35.0,0.352112676056338,Underperformed
0.0,Kendall Milton,23.0,CIN,RB,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,278.0,23.0,CIN,RB,1.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,0,MiltKe01,544.0,23.0,CIN,RB,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,MiltKe01,2.0,2.0,0.0670391061452514,Underperformed
0.0,Kendre Miller,23.0,NOR,RB,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,85.0,23.0,NOR,RB,7.0,0.0,47.0,193.0,1.0,9.0,44.7,18.0,4.1,27.6,6.7,0.0,0,MillKe01,346.0,23.0,NOR,RB,7.0,0.0,5.0,5.0,30.0,6.0,0.0,1.0,20.0,11.0,0.7,4.3,100.0,6.0,0.0,0,MillKe01,223.0,223.0,0.5642458100558659,Good
0.0,Kendrick Bourne,30.0,SFO,WR,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,359.0,30.0,SFO,WR,16.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,BourKe00,105.0,30.0,SFO,WR,16.0,8.0,53.0,37.0,551.0,14.9,0.0,27.0,64.2,56.0,2.3,34.4,69.8,10.4,0.0,0,BourKe00,551.0,551.0,0.8221153846153846,Good
0.0,Kene Nwangwu,27.0,NYJ,RB,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,159.0,27.0,NYJ,RB,12.0,1.0,13.0,49.0,0.0,2.0,30.8,16.0,3.8,4.1,1.1,0.0,0,NwanKe00,551.0,27.0,NYJ,RB,12.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,NwanKe00,49.0,49.0,0.3240223463687151,Underperformed
0.0,Kenneth Gainwell,26.0,PIT,RB,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,47.0,26.0,PIT,RB,17.0,2.0,114.0,537.0,5.0,34.0,55.3,55.0,4.7,31.6,6.7,2.0,0,GainKe00,29.0,26.0,PIT,RB,17.0,2.0,85.0,73.0,486.0,6.7,3.0,23.0,40.0,45.0,4.3,28.6,85.9,5.7,2.0,0,GainKe00,1023.0,1023.0,0.8770949720670391,Good
0.0,Kenneth Walker III,25.0,SEA,RB,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,20.0,25.0,SEA,RB,17.0,17.0,221.0,1027.0,5.0,46.0,43.9,55.0,4.6,60.4,13.0,1.0,0,WalkKe00,146.0,25.0,SEA,RB,17.0,17.0,36.0,31.0,282.0,9.1,0.0,12.0,44.4,46.0,1.8,16.6,86.1,7.8,1.0,0,WalkKe00,1309.0,1309.0,0.9106145251396648,Elite
61.0,Kenny Pickett,27.0,LVR,QB,6.0,2.0,1-1-0,28.0,45.0,62.2,188.0,1.0,2.2,2.0,4.4,8.0,26.4,26.0,4.2,2.62,6.7,31.3,60.2,3.4,8.0,54.0,15.09,2.53,1.21,0.0,0.0,0,PickKe00,224.0,27.0,LVR,QB,6.0,2.0,5.0,22.0,0.0,3.0,60.0,9.0,4.4,3.7,0.8,1.0,0,PickKe00,557.0,27.0,LVR,QB,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,PickKe00,210.0,188.0,0.19626168224299065,Underperformed
0.0,Keon Coleman,22.0,BUF,WR,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,377.0,22.0,BUF,WR,13.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,ColeKe02,101.0,22.0,BUF,WR,13.0,6.0,59.0,38.0,404.0,10.6,4.0,26.0,61.0,37.0,2.9,31.1,64.4,6.8,1.0,0,ColeKe02,404.0,404.0,0.7435897435897436,Good
0.0,Kevin Austin,25.0,NOR,WR,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,345.0,25.0,NOR,WR,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,AustKe00,246.0,25.0,NOR,WR,8.0,1.0,23.0,13.0,140.0,10.8,1.0,7.0,34.8,36.0,1.6,17.5,56.5,6.1,0.0,0,AustKe00,140.0,140.0,0.4423076923076923,Underperformed
0.0,KhaDarel Hodge,30.0,ATL,WR,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,427.0,30.0,ATL,WR,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,HodgKh00,380.0,30.0,ATL,WR,12.0,1.0,10.0,3.0,31.0,10.3,0.0,2.0,30.0,16.0,0.3,2.6,30.0,3.1,0.0,0,HodgKh00,31.0,31.0,0.16025641025641027,Underperformed
0.0,Khalil Herbert,27.0,NYJ,RB,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,143.0,27.0,NYJ,RB,7.0,0.0,16.0,52.0,0.0,2.0,43.8,7.0,3.3,7.4,2.3,0.0,0,HerbKh00,446.0,27.0,NYJ,RB,7.0,0.0,4.0,1.0,4.0,4.0,0.0,0.0,25.0,4.0,0.1,0.6,25.0,1.0,0.0,0,HerbKh00,56.0,56.0,0.3547486033519553,Underperformed
0.0,Khalil Shakir,25.0,BUF,WR,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,327.0,25.0,BUF,WR,16.0,10.0,1.0,5.0,0.0,0.0,0.0,5.0,5.0,0.3,0.1,1.0,0,ShakKh00,32.0,25.0,BUF,WR,16.0,10.0,95.0,72.0,719.0,10.0,4.0,28.0,45.3,54.0,4.5,44.9,75.8,7.6,1.0,0,ShakKh00,724.0,719.0,0.8878205128205128,Good
0.0,Kimani Vidal,24.0,LAC,RB,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,32.0,24.0,LAC,RB,13.0,10.0,155.0,643.0,3.0,32.0,47.1,59.0,4.1,49.5,11.9,1.0,0,VidaKi00,228.0,24.0,LAC,RB,13.0,10.0,22.0,16.0,136.0,8.5,1.0,6.0,40.9,60.0,1.2,10.5,72.7,6.2,1.0,0,VidaKi00,779.0,779.0,0.7988826815642458,Good
31.0,Kirk Cousins,37.0,ATL,QB,10.0,8.0,5-3-0,166.0,269.0,61.7,1721.0,10.0,3.7,5.0,1.9,86.0,44.3,49.0,6.4,6.3,10.4,172.1,84.8,47.8,13.0,79.0,4.61,5.82,5.73,1.0,2.0,0,CousKi00,150.0,37.0,ATL,QB,10.0,8.0,14.0,7.0,1.0,4.0,28.6,6.0,0.5,0.7,1.4,3.0,0,CousKi00,496.0,37.0,ATL,QB,10.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0,CousKi00,1728.0,1721.0,0.6448598130841121,Good
0.0,Konata Mumpfield,23.0,LAR,WR,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,487.0,23.0,LAR,WR,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,MumpKo00,285.0,23.0,LAR,WR,17.0,0.0,23.0,10.0,92.0,9.2,1.0,7.0,34.8,19.0,0.6,5.4,43.5,4.0,0.0,0,MumpKo00,92.0,92.0,0.3541666666666667,Underperformed
85.0,Kyle Allen,29.0,DET,QB,3.0,0.0,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.6,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,AlleKy00,238.0,29.0,DET,QB,3.0,0.0,3.0,-3.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,1.0,0.0,0,AlleKy00,478.0,29.0,DET,QB,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,AlleKy00,-3.0,0.0,0.04205607476635514,Underperformed
0.0,Kyle Juszczyk,34.0,SFO,FB,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,276.0,34.0,SFO,FB,17.0,17.0,2.0,-3.0,0.0,0.0,0.0,0.0,-1.5,-0.2,0.1,0.0,PBAP-1,JuszKy00,179.0,34.0,SFO,FB,17.0,17.0,28.0,24.0,213.0,8.9,2.0,10.0,78.6,25.0,1.4,12.5,85.7,7.6,0.0,PBAP-1,JuszKy00,210.0,213.0,1.0,Elite
0.0,Kyle Monangai,23.0,CHI,RB,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,28.0,23.0,CHI,RB,17.0,1.0,169.0,783.0,5.0,40.0,50.9,39.0,4.6,46.1,9.9,0.0,0,MonaKy00,214.0,23.0,CHI,RB,17.0,1.0,30.0,18.0,164.0,9.1,0.0,7.0,36.7,34.0,1.1,9.6,60.0,5.5,0.0,0,MonaKy00,947.0,947.0,0.8603351955307262,Good
0.0,Kyle Pitts,25.0,ATL,TE,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,509.0,25.0,ATL,TE,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AP-2,PittKy00,10.0,25.0,ATL,TE,17.0,17.0,118.0,88.0,928.0,10.5,5.0,51.0,55.1,36.0,5.2,54.6,74.6,7.9,0.0,AP-2,PittKy00,928.0,928.0,0.9929577464788732,Elite
0.0,Kyle Williams,23.0,NWE,WR,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,287.0,23.0,NWE,WR,17.0,0.0,2.0,3.0,0.0,0.0,50.0,5.0,1.5,0.2,0.1,0.0,0,WillKy03,291.0,23.0,NWE,WR,17.0,0.0,21.0,10.0,209.0,20.9,3.0,7.0,42.9,72.0,0.6,12.3,47.6,10.0,0.0,0,WillKy03,212.0,209.0,0.5480769230769231,Good
0.0,Kylen Granson,27.0,PHI,TE,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,413.0,27.0,PHI,TE,17.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,GranKy00,318.0,27.0,PHI,TE,17.0,3.0,9.0,7.0,40.0,5.7,0.0,3.0,66.7,12.0,0.4,2.4,77.8,4.4,0.0,0,GranKy00,40.0,40.0,0.3732394366197183,Underperformed
39.0,Kyler Murray,28.0,ARI,QB,5.0,5.0,2-3-0,110.0,161.0,68.3,962.0,6.0,3.7,3.0,1.9,50.0,44.1,45.0,6.0,5.88,8.7,192.4,88.6,46.9,16.0,111.0,9.04,4.81,4.72,0.0,0.0,0,MurrKy00,108.0,28.0,ARI,QB,5.0,5.0,29.0,173.0,1.0,10.0,41.4,30.0,6.0,34.6,5.8,1.0,0,MurrKy00,549.0,28.0,ARI,QB,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,MurrKy00,1135.0,962.0,0.48598130841121495,Underperformed
0.0,Kyren Williams,25.0,LAR,RB,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,9.0,25.0,LAR,RB,17.0,17.0,259.0,1252.0,10.0,74.0,62.9,34.0,4.8,73.6,15.2,2.0,0,WillKy02,114.0,25.0,LAR,RB,17.0,17.0,50.0,36.0,281.0,7.8,3.0,12.0,52.0,30.0,2.1,16.5,72.0,5.6,2.0,0,WillKy02,1533.0,1533.0,0.9608938547486033,Elite
